offline_datapoint_22 1701728952 25405,793
offline_datapoint_4 1701728952 0,012
offline_datapoint_11 1701728957 732245,000
offline_datapoint_5 1701728957 3817,000
offline_datapoint_26 1701728957 375775232,000
offline_datapoint_14 1701728957 408481792,000
offline_datapoint_3 1701728957 6734057472,000
offline_datapoint_9 1701728957 190558208,000
offline_datapoint_25 1701728957 835,000
offline_datapoint_19 1701728955 31,913
offline_datapoint_8 1701728955 1583,345
offline_datapoint_21 1701728957 190558208,000
offline_datapoint_1 1701728955 5,319
offline_datapoint_20 1701728957 4079099904,000
offline_datapoint_7 1701728957 6934024192,000
offline_datapoint_6 1701728955 1,689
offline_datapoint_12 1701728955 8,553
offline_datapoint_24 1701728955 4,546
offline_datapoint_13 1701728955 2522,116
offline_datapoint_18 1701728957 0,000
offline_datapoint_0 1701728955 4236,770
offline_datapoint_16 1701728955 338,410
offline_datapoint_28 1701728955 1,226
offline_datapoint_17 1701728955 26,594
offline_datapoint_10 1701728955 98,863
offline_datapoint_29 1701728955 1,330
offline_datapoint_22 1701728955 12032,000
offline_datapoint_4 1701728955 0,025
offline_datapoint_11 1701728960 732245,000
offline_datapoint_5 1701728960 3821,000
offline_datapoint_26 1701728960 375783424,000
offline_datapoint_14 1701728960 417992704,000
offline_datapoint_3 1701728960 6772604928,000
offline_datapoint_9 1701728960 190230528,000
offline_datapoint_25 1701728960 854,000
offline_datapoint_19 1701728958 320,579
offline_datapoint_8 1701728958 25932,145
offline_datapoint_21 1701728960 190230528,000
offline_datapoint_1 1701728958 4,007
offline_datapoint_20 1701728960 4109225984,000
offline_datapoint_7 1701728960 6969294848,000
offline_datapoint_6 1701728958 1,957
offline_datapoint_12 1701728958 11,172
offline_datapoint_24 1701728958 7,174
offline_datapoint_13 1701728958 2666,814
offline_datapoint_18 1701728960 0,000
offline_datapoint_0 1701728958 3852,621
offline_datapoint_16 1701728958 274,829
offline_datapoint_28 1701728958 1,558
offline_datapoint_17 1701728958 27,049
offline_datapoint_10 1701728958 98,897
offline_datapoint_29 1701728958 2,004
offline_datapoint_22 1701728958 66345,086
offline_datapoint_4 1701728958 0,031
offline_datapoint_11 1701728963 732245,000
offline_datapoint_5 1701728963 3823,000
offline_datapoint_26 1701728963 375787520,000
offline_datapoint_14 1701728963 409059328,000
offline_datapoint_3 1701728963 6760763392,000
offline_datapoint_9 1701728963 190382080,000
offline_datapoint_25 1701728963 856,000
offline_datapoint_19 1701728961 65,097
offline_datapoint_8 1701728961 4113,748
offline_datapoint_21 1701728963 190382080,000
offline_datapoint_1 1701728961 18,931
offline_datapoint_20 1701728963 4105490432,000
offline_datapoint_7 1701728963 6961229824,000
offline_datapoint_6 1701728961 1,427
offline_datapoint_12 1701728961 7,113
offline_datapoint_24 1701728961 4,281
offline_datapoint_13 1701728961 1809,438
offline_datapoint_18 1701728963 0,000
offline_datapoint_0 1701728961 2868,929
offline_datapoint_16 1701728961 298,584
offline_datapoint_28 1701728961 1,572
offline_datapoint_17 1701728961 21,921
offline_datapoint_10 1701728961 98,866
offline_datapoint_29 1701728961 1,993
offline_datapoint_22 1701728961 44582,788
offline_datapoint_4 1701728961 0,031
offline_datapoint_11 1701728966 732245,000
offline_datapoint_5 1701728966 3821,000
offline_datapoint_26 1701728966 375791616,000
offline_datapoint_14 1701728966 409223168,000
offline_datapoint_3 1701728966 6761734144,000
offline_datapoint_9 1701728966 189476864,000
offline_datapoint_25 1701728966 858,000
offline_datapoint_19 1701728964 163,628
offline_datapoint_8 1701728964 358,979
offline_datapoint_21 1701728966 189476864,000
offline_datapoint_1 1701728964 27,049
offline_datapoint_20 1701728966 4107018240,000
offline_datapoint_7 1701728966 6963179520,000
offline_datapoint_6 1701728964 1,043
offline_datapoint_12 1701728964 2,176
offline_datapoint_24 1701728964 1,435
offline_datapoint_13 1701728964 1734,787
offline_datapoint_18 1701728966 0,000
offline_datapoint_0 1701728964 2734,251
offline_datapoint_16 1701728964 168,971
offline_datapoint_28 1701728964 1,450
offline_datapoint_17 1701728964 40,072
offline_datapoint_10 1701728964 96,964
offline_datapoint_29 1701728964 2,004
offline_datapoint_22 1701728964 26572,800
offline_datapoint_4 1701728964 0,029
offline_datapoint_11 1701728969 732245,000
offline_datapoint_5 1701728969 3824,000
offline_datapoint_26 1701728969 375795712,000
offline_datapoint_14 1701728969 409223168,000
offline_datapoint_3 1701728969 6757621760,000
offline_datapoint_9 1701728969 189001728,000
offline_datapoint_25 1701728969 866,000
offline_datapoint_19 1701728967 19,980
offline_datapoint_8 1701728967 8758,063
offline_datapoint_21 1701728969 189001728,000
offline_datapoint_1 1701728967 1,998
offline_datapoint_20 1701728969 4102754304,000
offline_datapoint_7 1701728969 6953541632,000
offline_datapoint_6 1701728967 0,000
offline_datapoint_12 1701728967 6,738
offline_datapoint_24 1701728967 2,471
offline_datapoint_13 1701728967 1927,367
offline_datapoint_18 1701728969 0,000
offline_datapoint_0 1701728967 3224,709
offline_datapoint_16 1701728967 440,217
offline_datapoint_28 1701728967 0,397
offline_datapoint_17 1701728967 9,324
offline_datapoint_10 1701728967 99,628
offline_datapoint_29 1701728967 0,000
offline_datapoint_22 1701728967 11830,857
offline_datapoint_4 1701728967 0,008
offline_datapoint_11 1701728972 732245,000
offline_datapoint_5 1701728972 3828,000
offline_datapoint_26 1701728972 375844864,000
offline_datapoint_14 1701728972 409235456,000
offline_datapoint_3 1701728972 6792896512,000
offline_datapoint_9 1701728972 188973056,000
offline_datapoint_25 1701728972 825,000
offline_datapoint_19 1701728970 31,969
offline_datapoint_8 1701728970 5475,668
offline_datapoint_21 1701728972 188973056,000
offline_datapoint_1 1701728970 3,996
offline_datapoint_20 1701728972 4136898560,000
offline_datapoint_7 1701728972 6993932288,000
offline_datapoint_6 1701728970 0,000
offline_datapoint_12 1701728970 3,054
offline_datapoint_24 1701728970 1,301
offline_datapoint_13 1701728970 1544,163
offline_datapoint_18 1701728972 0,000
offline_datapoint_0 1701728970 2775,631
offline_datapoint_16 1701728970 712,639
offline_datapoint_28 1701728970 1,259
offline_datapoint_17 1701728970 4,995
offline_datapoint_10 1701728970 98,876
offline_datapoint_29 1701728970 0,000
offline_datapoint_22 1701728970 23108,267
offline_datapoint_4 1701728970 0,025
offline_datapoint_11 1701728975 732245,000
offline_datapoint_5 1701728975 3825,000
offline_datapoint_26 1701728975 376209408,000
offline_datapoint_14 1701728975 409284608,000
offline_datapoint_3 1701728975 6793838592,000
offline_datapoint_9 1701728975 188358656,000
offline_datapoint_25 1701728975 822,000
offline_datapoint_19 1701728973 261,167
offline_datapoint_8 1701728973 5246,057
offline_datapoint_21 1701728975 188358656,000
offline_datapoint_1 1701728973 117,225
offline_datapoint_20 1701728975 4137218048,000
offline_datapoint_7 1701728975 6993895424,000
offline_datapoint_6 1701728973 0,391
offline_datapoint_12 1701728973 5,326
offline_datapoint_24 1701728973 2,869
offline_datapoint_13 1701728973 1981,465
offline_datapoint_18 1701728975 0,000
offline_datapoint_0 1701728973 3187,444
offline_datapoint_16 1701728973 304,918
offline_datapoint_28 1701728973 2,464
offline_datapoint_17 1701728973 130,584
offline_datapoint_10 1701728973 95,739
offline_datapoint_29 1701728973 1,336
offline_datapoint_22 1701728973 9488,368
offline_datapoint_4 1701728973 0,049
offline_datapoint_11 1701728978 732245,000
offline_datapoint_5 1701728978 3828,000
offline_datapoint_26 1701728978 376213504,000
offline_datapoint_14 1701728978 409284608,000
offline_datapoint_3 1701728978 6737387520,000
offline_datapoint_9 1701728978 188252160,000
offline_datapoint_25 1701728978 874,000
offline_datapoint_19 1701728976 0,000
offline_datapoint_8 1701728976 5165,867
offline_datapoint_21 1701728978 188252160,000
offline_datapoint_1 1701728976 0,000
offline_datapoint_20 1701728978 4081307648,000
offline_datapoint_7 1701728978 6943076352,000
offline_datapoint_6 1701728976 1,696
offline_datapoint_12 1701728976 6,441
offline_datapoint_24 1701728976 3,262
offline_datapoint_13 1701728976 1581,790
offline_datapoint_18 1701728978 1,000
offline_datapoint_0 1701728976 2574,417
offline_datapoint_16 1701728976 726,768
offline_datapoint_28 1701728976 0,422
offline_datapoint_17 1701728976 7,682
offline_datapoint_10 1701728976 99,541
offline_datapoint_29 1701728976 0,000
offline_datapoint_22 1701728976 14269,217
offline_datapoint_4 1701728976 0,008
offline_datapoint_11 1701728981 732245,000
offline_datapoint_5 1701728981 3802,000
offline_datapoint_26 1701728981 376213504,000
offline_datapoint_14 1701728981 409284608,000
offline_datapoint_3 1701728981 6732513280,000
offline_datapoint_9 1701728981 187416576,000
offline_datapoint_25 1701728981 877,000
offline_datapoint_19 1701728979 0,000
offline_datapoint_8 1701728979 183,962
offline_datapoint_21 1701728981 187416576,000
offline_datapoint_1 1701728979 0,000
offline_datapoint_20 1701728981 4075905024,000
offline_datapoint_7 1701728981 6933565440,000
offline_datapoint_6 1701728979 1,297
offline_datapoint_12 1701728979 1,561
offline_datapoint_24 1701728979 1,297
offline_datapoint_13 1701728979 1419,560
offline_datapoint_18 1701728981 0,000
offline_datapoint_0 1701728979 2363,942
offline_datapoint_16 1701728979 160,385
offline_datapoint_28 1701728979 0,172
offline_datapoint_17 1701728979 1,992
offline_datapoint_10 1701728979 99,815
offline_datapoint_29 1701728979 0,000
offline_datapoint_22 1701728979 4096,000
offline_datapoint_4 1701728979 0,003
offline_datapoint_11 1701728984 732245,000
offline_datapoint_5 1701728984 3871,000
offline_datapoint_26 1701728984 376279040,000
offline_datapoint_14 1701728984 409636864,000
offline_datapoint_3 1701728984 6772756480,000
offline_datapoint_9 1701728984 187248640,000
offline_datapoint_25 1701728984 847,000
offline_datapoint_19 1701728982 699,523
offline_datapoint_8 1701728982 14719,584
offline_datapoint_21 1701728984 187248640,000
offline_datapoint_1 1701728982 108,105
offline_datapoint_20 1701728984 4107931648,000
offline_datapoint_7 1701728984 7014596608,000
offline_datapoint_6 1701728982 1,169
offline_datapoint_12 1701728982 23,729
offline_datapoint_24 1701728982 14,812
offline_datapoint_13 1701728982 3735,445
offline_datapoint_18 1701728984 0,000
offline_datapoint_0 1701728982 6090,472
offline_datapoint_16 1701728982 1760,616
offline_datapoint_28 1701728982 4,574
offline_datapoint_17 1701728982 119,747
offline_datapoint_10 1701728982 95,956
offline_datapoint_29 1701728982 2,661
offline_datapoint_22 1701728982 25156,267
offline_datapoint_4 1701728982 0,091
offline_datapoint_11 1701728987 732245,000
offline_datapoint_5 1701728987 3883,000
offline_datapoint_26 1701728987 376373248,000
offline_datapoint_14 1701728987 409677824,000
offline_datapoint_3 1701728987 6775697408,000
offline_datapoint_9 1701728987 186822656,000
offline_datapoint_25 1701728987 844,000
offline_datapoint_19 1701728985 627,777
offline_datapoint_8 1701728985 5445,845
offline_datapoint_21 1701728987 186822656,000
offline_datapoint_1 1701728985 130,092
offline_datapoint_20 1701728987 4112875520,000
offline_datapoint_7 1701728987 7026364416,000
offline_datapoint_6 1701728985 1,173
offline_datapoint_12 1701728985 14,522
offline_datapoint_24 1701728985 6,124
offline_datapoint_13 1701728985 3005,122
offline_datapoint_18 1701728987 1,000
offline_datapoint_0 1701728985 5068,578
offline_datapoint_16 1701728985 1134,134
offline_datapoint_28 1701728985 6,763
offline_datapoint_17 1701728985 190,801
offline_datapoint_10 1701728985 91,713
offline_datapoint_29 1701728985 3,002
offline_datapoint_22 1701728985 15352,839
offline_datapoint_4 1701728985 0,135
offline_datapoint_11 1701728990 732245,000
offline_datapoint_5 1701728990 3847,000
offline_datapoint_26 1701728990 376360960,000
offline_datapoint_14 1701728990 409681920,000
offline_datapoint_3 1701728990 6754664448,000
offline_datapoint_9 1701728990 185409536,000
offline_datapoint_25 1701728990 865,000
offline_datapoint_19 1701728988 166,074
offline_datapoint_8 1701728988 36244,206
offline_datapoint_21 1701728990 185409536,000
offline_datapoint_1 1701728988 31,347
offline_datapoint_20 1701728990 4095053824,000
offline_datapoint_7 1701728990 6979887104,000
offline_datapoint_6 1701728988 0,391
offline_datapoint_12 1701728988 19,229
offline_datapoint_24 1701728988 5,993
offline_datapoint_13 1701728988 2278,686
offline_datapoint_18 1701728990 0,000
offline_datapoint_0 1701728988 3966,774
offline_datapoint_16 1701728988 318,809
offline_datapoint_28 1701728988 1,653
offline_datapoint_17 1701728988 64,696
offline_datapoint_10 1701728988 96,619
offline_datapoint_29 1701728988 2,668
offline_datapoint_22 1701728988 17096,577
offline_datapoint_4 1701728988 0,033
offline_datapoint_11 1701728993 732245,000
offline_datapoint_5 1701728993 3906,000
offline_datapoint_26 1701728993 376492032,000
offline_datapoint_14 1701728993 409686016,000
offline_datapoint_3 1701728993 6776934400,000
offline_datapoint_9 1701728993 186019840,000
offline_datapoint_25 1701728993 834,000
offline_datapoint_19 1701728991 385,151
offline_datapoint_8 1701728991 11321,305
offline_datapoint_21 1701728993 186019840,000
offline_datapoint_1 1701728991 73,978
offline_datapoint_20 1701728993 4117139456,000
offline_datapoint_7 1701728993 7039909888,000
offline_datapoint_6 1701728991 1,166
offline_datapoint_12 1701728991 14,730
offline_datapoint_24 1701728991 7,516
offline_datapoint_13 1701728991 3338,304
offline_datapoint_18 1701728993 0,000
offline_datapoint_0 1701728991 5619,019
offline_datapoint_16 1701728991 549,694
offline_datapoint_28 1701728991 5,963
offline_datapoint_17 1701728991 78,622
offline_datapoint_10 1701728991 97,347
offline_datapoint_29 1701728991 0,663
offline_datapoint_22 1701728991 20292,051
offline_datapoint_4 1701728991 0,119
offline_datapoint_11 1701728996 732245,000
offline_datapoint_5 1701728996 3931,000
offline_datapoint_26 1701728996 377606144,000
offline_datapoint_14 1701728996 410456064,000
offline_datapoint_3 1701728996 6808940544,000
offline_datapoint_9 1701728996 186724352,000
offline_datapoint_25 1701728996 805,000
offline_datapoint_19 1701728994 83,968
offline_datapoint_8 1701728994 41382,249
offline_datapoint_21 1701728996 186724352,000
offline_datapoint_1 1701728994 21,992
offline_datapoint_20 1701728996 4144320512,000
offline_datapoint_7 1701728996 7090728960,000
offline_datapoint_6 1701728994 0,000
offline_datapoint_12 1701728994 40,902
offline_datapoint_24 1701728994 20,046
offline_datapoint_13 1701728994 5075,401
offline_datapoint_18 1701728996 0,000
offline_datapoint_0 1701728994 9019,234
offline_datapoint_16 1701728994 1854,961
offline_datapoint_28 1701728994 1,573
offline_datapoint_17 1701728994 113,623
offline_datapoint_10 1701728994 97,657
offline_datapoint_29 1701728994 12,662
offline_datapoint_22 1701728994 8773,067
offline_datapoint_4 1701728994 0,031
offline_datapoint_11 1701728999 732245,000
offline_datapoint_5 1701728999 3931,000
offline_datapoint_26 1701728999 377856000,000
offline_datapoint_14 1701728999 410562560,000
offline_datapoint_3 1701728999 6810656768,000
offline_datapoint_9 1701728999 188739584,000
offline_datapoint_25 1701728999 815,000
offline_datapoint_19 1701728997 159,905
offline_datapoint_8 1701728997 14251,476
offline_datapoint_21 1701728999 188739584,000
offline_datapoint_1 1701728997 159,905
offline_datapoint_20 1701728999 4142899200,000
offline_datapoint_7 1701728999 7093575680,000
offline_datapoint_6 1701728997 1,039
offline_datapoint_12 1701728997 17,167
offline_datapoint_24 1701728997 9,608
offline_datapoint_13 1701728997 4207,724
offline_datapoint_18 1701728999 0,000
offline_datapoint_0 1701728997 6021,863
offline_datapoint_16 1701728997 408,572
offline_datapoint_28 1701728997 2,579
offline_datapoint_17 1701728997 179,519
offline_datapoint_10 1701728997 97,253
offline_datapoint_29 1701728997 2,327
offline_datapoint_22 1701728997 4857,363
offline_datapoint_4 1701728997 0,052
offline_datapoint_11 1701729002 732245,000
